ID segnalazione,Validità temporale,Categoria evento,Codice evento,Descrizione evento,Coord. Inizio,Coord. Fine,Coord. Media,Numero di Coord,Elenco coordinate,Tipo di rappresentazione,Data Inizio evento,Ora Inizio evento,Data Fine evento,Ora Fine evento,Località Inizio segnalazione,Origine,Località Fine segnalazione,Destinazione,Numero della strada,Lunghezza (m),Ritardo (s),Validità temporale,Probabilità,Numero segnalazioni,Ultimo aggiornamento
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43642038920132000,present,⛔,401,⛔Strada chiusa,"44.7630402871,11.3513727093","44.7646764124,11.345324328","44.7636223274,11.3507745767",40,"[[11.3513727093,44.7630402871],[11.3515269364,44.7633352954],[11.3516556824,44.7635378189],[11.3519990052,44.7639991626],[11.3520191217,44.7640393931],[11.3520191217,44.7640823017],[11.3519869352,44.7641346132],[11.351958772,44.7641668094],[11.3519131745,44.7641949588],[11.3518716002,44.7641990057],[11.3518367315,44.7641990057],[11.3517924751,44.7641855559],[11.3517066444,44.7641346132],[11.3513056541,44.7637309386],[11.3511983658,44.7636276836],[11.3511447216,44.7635820966],[11.3511071707,44.7635619812],[11.3510629142,44.7635525781],[11.3510106111,44.7635458531],[11.3509395326,44.7635499],[11.3507745767,44.7636223274],[11.3498907889,44.7640903359],[11.3497271741,44.7641668094],[11.3496172035,44.7642191209],[11.3488702083,44.764602677],[11.3487548733,44.7646603442],[11.348673066,44.7646938494],[11.3485818709,44.7647099771],[11.3484866524,44.7647139644],[11.3484048451,44.7646898621],[11.3483230377,44.7646227921],[11.3482264782,44.7645262041],[11.3480950499,44.7644457437],[11.3480011726,44.7644175944],[11.3477986658,44.7644296754],[11.3463690484,44.764614758],[11.3462389613,44.7646254701],[11.3460994864,44.7646361823],[11.345811149,44.7646509413],[11.345324328,44.7646764124]]",LineString,30/01/2025,08:28:30,,,Pieve di Cento,,Pieve di Cento,,,23/01/1902,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43898840428052000,present,⛔,401,⛔Strada chiusa,"44.4397603314,11.3521116579","44.4101447095,11.3440690542","44.4233358256,11.3453216458",99,"[[11.3521116579,44.4397603314],[11.3521277512,44.4387276848],[11.3521197046,44.4386445576],[11.3520834947,44.4381979189],[11.3520405794,44.4377688122],[11.3519171978,44.4361567912],[11.3516959155,44.4333753444],[11.3516905511,44.4333243503],[11.3516811634,44.4332747327],[11.3516704345,44.4332305018],[11.3516583646,44.4331929145],[11.3516369069,44.4331271965],[11.3513150419,44.4324338611],[11.3511527682,44.4320315265],[11.3510280455,44.4317847496],[11.3509824479,44.4316949088],[11.3503762687,44.4305844877],[11.3502099717,44.4302371475],[11.3501295055,44.4300667987],[11.3499457742,44.4295585623],[11.349712422,44.4290770775],[11.3494991863,44.428626475],[11.3492457176,44.4280900332],[11.3490432108,44.427662229],[11.3488554562,44.4272639319],[11.3487816954,44.4271203911],[11.3486945236,44.4269702056],[11.348647585,44.4268977764],[11.3486019874,44.426834745],[11.3485282267,44.4267502839],[11.3484504426,44.4266724672],[11.3482506181,44.4265075551],[11.3478335346,44.4261883247],[11.3475143517,44.4259496042],[11.347262224,44.4257524854],[11.3470758105,44.4256049901],[11.346812954,44.4253702778],[11.3466667736,44.4252334965],[11.3465152288,44.4250766017],[11.3463878239,44.4249558625],[11.3463368619,44.4248968397],[11.3462309147,44.4247801706],[11.346133014,44.4246688889],[11.3460565711,44.4245870586],[11.3459989036,44.4245039113],[11.3457776213,44.4241887406],[11.3456864262,44.4240479458],[11.3455429281,44.423801195],[11.3454222286,44.4235530663],[11.3453216458,44.4233358256],[11.3452760483,44.4232124489],[11.3452478851,44.4231346274],[11.3452197219,44.4230622533],[11.3451687599,44.4229254666],[11.3451151157,44.4226867328],[11.3450735415,44.4224573965],[11.3450520838,44.4223139037],[11.3450319672,44.4221502963],[11.3450266028,44.4220322449],[11.345015874,44.4218767184],[11.3450225795,44.4216218768],[11.3450722004,44.421241019],[11.345105728,44.4210317917],[11.3451687599,44.4206241104],[11.3452760483,44.4198516036],[11.3453350569,44.4193996727],[11.3453484679,44.419317895],[11.3454155231,44.4186607353],[11.3455147649,44.4177152433],[11.3455335403,44.4173786629],[11.3456287587,44.416329875],[11.3456515575,44.4161609225],[11.3456636275,44.4160750691],[11.3456636275,44.4160683636],[11.345670333,44.4159999921],[11.3457065428,44.41563652],[11.3457762802,44.4151349835],[11.345785668,44.4150625397],[11.345799079,44.4149659677],[11.3459103907,44.4141398606],[11.3459452594,44.4138287053],[11.3459546471,44.4136047827],[11.3459466005,44.4134076222],[11.3459224606,44.4132051325],[11.3458808864,44.4129905476],[11.3458299244,44.4128323028],[11.3457615281,44.4126566344],[11.3456636275,44.4124473763],[11.3455617035,44.4122556006],[11.3454812372,44.4121268716],[11.345310917,44.4118814476],[11.3451687599,44.4116722466],[11.3450239206,44.4114589734],[11.3449662531,44.411373173],[11.3447945917,44.4111371461],[11.3446390236,44.410923871],[11.3444418813,44.4106570065],[11.3443050886,44.4104639077],[11.3440690542,44.4101447095]]",LineString,06/05/2025,11:42:00,,,Pianoro,,,,SP85,18/06/1909,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43898840392052000,present,⛔,401,⛔Strada chiusa,"44.4099435257,11.3439188505","44.4397603314,11.3521116579","44.4232124489,11.3452760483",101,"[[11.3439188505,44.4099435257],[11.344001999,44.4100548355],[11.3440690542,44.4101447095],[11.3443050886,44.4104639077],[11.3444418813,44.4106570065],[11.3446390236,44.410923871],[11.3447945917,44.4111371461],[11.3449662531,44.411373173],[11.3450239206,44.4114589734],[11.3451687599,44.4116722466],[11.345310917,44.4118814476],[11.3454812372,44.4121268716],[11.3455617035,44.4122556006],[11.3456636275,44.4124473763],[11.3457615281,44.4126566344],[11.3458299244,44.4128323028],[11.3458808864,44.4129905476],[11.3459224606,44.4132051325],[11.3459466005,44.4134076222],[11.3459546471,44.4136047827],[11.3459452594,44.4138287053],[11.3459103907,44.4141398606],[11.345799079,44.4149659677],[11.345785668,44.4150625397],[11.3457762802,44.4151349835],[11.3457065428,44.41563652],[11.345670333,44.4159999921],[11.3456636275,44.4160683636],[11.3456636275,44.4160750691],[11.3456515575,44.4161609225],[11.3456287587,44.416329875],[11.3455335403,44.4173786629],[11.3455147649,44.4177152433],[11.3454155231,44.4186607353],[11.3453484679,44.419317895],[11.3453350569,44.4193996727],[11.3452760483,44.4198516036],[11.3451687599,44.4206241104],[11.345105728,44.4210317917],[11.3450722004,44.421241019],[11.3450225795,44.4216218768],[11.345015874,44.4218767184],[11.3450266028,44.4220322449],[11.3450319672,44.4221502963],[11.3450520838,44.4223139037],[11.3450735415,44.4224573965],[11.3451151157,44.4226867328],[11.3451687599,44.4229254666],[11.3452197219,44.4230622533],[11.3452478851,44.4231346274],[11.3452760483,44.4232124489],[11.3453216458,44.4233358256],[11.3454222286,44.4235530663],[11.3455429281,44.423801195],[11.3456864262,44.4240479458],[11.3457776213,44.4241887406],[11.3459989036,44.4245039113],[11.3460565711,44.4245870586],[11.346133014,44.4246688889],[11.3462309147,44.4247801706],[11.3463368619,44.4248968397],[11.3463878239,44.4249558625],[11.3465152288,44.4250766017],[11.3466667736,44.4252334965],[11.346812954,44.4253702778],[11.3470758105,44.4256049901],[11.347262224,44.4257524854],[11.3475143517,44.4259496042],[11.3478335346,44.4261883247],[11.3482506181,44.4265075551],[11.3484504426,44.4266724672],[11.3485282267,44.4267502839],[11.3486019874,44.426834745],[11.348647585,44.4268977764],[11.3486945236,44.4269702056],[11.3487816954,44.4271203911],[11.3488554562,44.4272639319],[11.3490432108,44.427662229],[11.3492457176,44.4280900332],[11.3494991863,44.428626475],[11.349712422,44.4290770775],[11.3499457742,44.4295585623],[11.3501295055,44.4300667987],[11.3502099717,44.4302371475],[11.3503762687,44.4305844877],[11.3509824479,44.4316949088],[11.3510280455,44.4317847496],[11.3511527682,44.4320315265],[11.3513150419,44.4324338611],[11.3516369069,44.4331271965],[11.3516583646,44.4331929145],[11.3516704345,44.4332305018],[11.3516811634,44.4332747327],[11.3516905511,44.4333243503],[11.3516959155,44.4333753444],[11.3519171978,44.4361567912],[11.3520405794,44.4377688122],[11.3520834947,44.4381979189],[11.3521197046,44.4386445576],[11.3521277512,44.4387276848],[11.3521116579,44.4397603314]]",LineString,06/05/2025,11:38:00,,,,,,,SP85,14/07/1909,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43818048956019000,present,⛔,401,⛔Strada chiusa,"44.5279097626,11.3516516591","44.5272191063,11.3509422148","44.5270380452,11.3519346321",26,"[[11.3516516591,44.5279097626],[11.3517200554,44.5278427171],[11.3518353904,44.5277944347],[11.3519802297,44.5277193221],[11.3520580138,44.5276657213],[11.3521143401,44.5276066828],[11.3521572555,44.5275423259],[11.3521840776,44.5274752799],[11.3521934653,44.5273934742],[11.3521813954,44.5272781453],[11.3521022702,44.5271587527],[11.3520191217,44.5270689392],[11.3519802297,44.5270541794],[11.3519346321,44.5270380452],[11.3518876935,44.5270233452],[11.3518394137,44.5270125891],[11.3517884517,44.527004522],[11.3517562652,44.527001833],[11.3517173732,44.5270206562],[11.3516087437,44.5270259745],[11.3514813388,44.5270394196],[11.3513418639,44.5270594977],[11.3511836136,44.5270877026],[11.351111194,44.5271104697],[11.3510334099,44.52715206],[11.3509422148,44.5272191063]]",LineString,14/01/2025,03:25:00,02/02/2026,06:00:00,Bologna,,Bologna,,,26/07/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43887298816006000,present,⛔,401,⛔Strada chiusa,"44.4422494405,11.3515618051","44.4400647657,11.3521411622","44.4409847616,11.3521277512",14,"[[11.3515618051,44.4422494405],[11.3516194726,44.4422252638],[11.3516664112,44.4421461511],[11.3516918922,44.4420898386],[11.3518514837,44.4417197065],[11.3519990052,44.4413039111],[11.352074107,44.4411402971],[11.3521277512,44.4409847616],[11.3521518911,44.4409056471],[11.3521840776,44.440770159],[11.3521921242,44.4406374234],[11.3521974886,44.4405153399],[11.3521733487,44.4402659057],[11.3521411622,44.4400647657]]",LineString,05/05/2025,11:50:30,,,Bologna,,Pianoro,,,08/09/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43887298856004000,present,🚧,701,🚧Lavori stradali,"44.4400245496,11.3532301391","44.4399641655,11.3527473415","44.4399641655,11.3527473415",2,"[[11.3532301391,44.4400245496],[11.3527473415,44.4399641655]]",LineString,29/04/2025,00:52:30,,,Pianoro,,Pianoro,,SP85,06/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43818048768030000,present,⛔,401,⛔Strada chiusa,"44.5262588785,11.3456756974","44.5237067791,11.3536539281","44.5246374685,11.3505801166",22,"[[11.3456756974,44.5262588785],[11.3470892215,44.5258404583],[11.3485335911,44.5254488663],[11.3486435617,44.525419346],[11.3492966796,44.5252396537],[11.3494294489,44.5251739198],[11.3495394195,44.5250867326],[11.3497097398,44.5249861594],[11.3498237336,44.5249352453],[11.3499189521,44.5248909643],[11.3502126539,44.5247742559],[11.3505801166,44.5246374685],[11.3507759178,44.5245530294],[11.3510977829,44.5244470769],[11.3515296186,44.5243317422],[11.351624837,44.5243075995],[11.3521679843,44.5241667473],[11.3527111316,44.5240259545],[11.3528117145,44.5239978079],[11.3529350961,44.5239615937],[11.3531215096,44.5238958583],[11.3536539281,44.5237067791]]",LineString,6/1/2025,14:36:00,,,Bologna,,Bologna,,,26/11/1901,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43818048752027000,present,⛔,401,⛔Strada chiusa,"44.5267055009,11.3501791263","44.5271628161,11.3538470472","44.527004522,11.3517884517",34,"[[11.3501791263,44.5267055009],[11.3502475227,44.5267657952],[11.35032933,44.526800693],[11.3504084552,44.5268221456],[11.3504795337,44.5268409091],[11.3505827988,44.5268677397],[11.3506739939,44.5268838142],[11.350765189,44.5268999484],[11.3508443142,44.5269173973],[11.3509341682,44.5269374754],[11.3510374332,44.5269603023],[11.3511943424,44.5269830695],[11.3513029719,44.5269871329],[11.3514424468,44.5269803804],[11.3516355658,44.5269911366],[11.3517173732,44.5269871329],[11.3517562652,44.527001833],[11.3517884517,44.527004522],[11.3518394137,44.5270125891],[11.3518876935,44.5270233452],[11.3519346321,44.5270380452],[11.3519802297,44.5270541794],[11.3520191217,44.5270689392],[11.3521532322,44.5271064661],[11.3524482752,44.5272003429],[11.3526762629,44.5272740819],[11.3528506065,44.5273022867],[11.3530169035,44.5273062903],[11.3531604017,44.5272982233],[11.353344133,44.5272713929],[11.3534688557,44.5272378697],[11.3535868729,44.527205721],[11.3536633158,44.5271855832],[11.3538470472,44.5271628161]]",LineString,14/01/2025,07:30:00,02/02/2026,06:00:00,Bologna,,Bologna,,,02/11/1900,,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43820934340020000,present,⛔,401,⛔Strada chiusa,"44.5331105752,11.3541876877","44.5348204756,11.3545833135","44.5339299809,11.3544103111",12,"[[11.3541876877,44.5331105752],[11.3542386497,44.533248717],[11.3543043638,44.5334525832],[11.3543606902,44.5336926568],[11.3543808068,44.5337945294],[11.3543982411,44.5338710085],[11.3544103111,44.5339299809],[11.3544518853,44.5341874993],[11.3544840718,44.5343578431],[11.3545149172,44.534548262],[11.3545578326,44.5347319884],[11.3545833135,44.5348204756]]",LineString,02/05/2025,15:36:00,,,Bologna,,Bologna,,,10/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43812277996028000,present,⛔,401,⛔Strada chiusa,"44.5355608115,11.3549561406","44.5325982764,11.3540106619","44.5338710085,11.3543982411",24,"[[11.3549561406,44.5355608115],[11.3548448289,44.5353890969],[11.3548005725,44.5353073023],[11.3547509516,44.5352094354],[11.354678532,44.5350457858],[11.3546262289,44.5349290978],[11.3545833135,44.5348204756],[11.3545578326,44.5347319884],[11.3545149172,44.534548262],[11.3544840718,44.5343578431],[11.3544518853,44.5341874993],[11.3544103111,44.5339299809],[11.3543982411,44.5338710085],[11.3543808068,44.5337945294],[11.3543606902,44.5336926568],[11.3543043638,44.5334525832],[11.3542386497,44.533248717],[11.3541876877,44.5331105752],[11.35416623,44.5330529164],[11.3540844227,44.5328651814],[11.3540495539,44.5327793202],[11.3540106619,44.5326881412],[11.3540039564,44.532637174],[11.3540106619,44.5325982764]]",LineString,02/05/2025,13:08:00,,,Bologna,,Bologna,,,04/12/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43826705040014000,present,🚧,701,🚧Lavori stradali,"44.5181505401,11.3542466963","44.5176959631,11.3557500745","44.517992341,11.3547764326",5,"[[11.3542466963,44.5181505401],[11.3547066952,44.5180124222],[11.3547764326,44.517992341],[11.3550178314,44.5179159009],[11.3557500745,44.5176959631]]",LineString,06/05/2025,16:15:30,,,Bologna,,Bologna,,,08/05/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43812278192006000,present,🚧,701,🚧Lavori stradali,"44.542109425,11.3560759629","44.5423038809,11.3557983542","44.5423038809,11.3557983542",2,"[[11.3560759629,44.542109425],[11.3557983542,44.5423038809]]",LineString,24/04/2025,12:41:30,,,Bologna,,Bologna,,,29/01/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43806507192028000,present,⛔,401,⛔Strada chiusa,"44.5444053967,11.3559954966","44.541370427,11.3561309481","44.5432238784,11.3559203947",11,"[[11.3559954966,44.5444053967],[11.3559646512,44.5442484637],[11.355911007,44.5439480376],[11.3558989371,44.5436516723],[11.3559069837,44.5435403781],[11.3559203947,44.5432238784],[11.3559807444,44.5426860998],[11.3560357297,44.5423534656],[11.3560759629,44.542109425],[11.3561363126,44.5418022969],[11.3561309481,44.541370427]]",LineString,13/03/2025,08:58:30,,,Bologna,,Bologna,,,03/12/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43832476048003000,present,🚧,701,🚧Lavori stradali,"44.5106175874,11.3566526378","44.5106953521,11.3561014438","44.5106698888,11.3563026095",4,"[[11.3566526378,44.5106175874],[11.3565171862,44.5106403609],[11.3563026095,44.5106698888],[11.3561014438,44.5106953521]]",LineString,03/03/2025,16:14:00,,,Bologna,,Bologna,,,12/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43832475800018000,present,🚗🚙🚚,108,🚗🚙🚚Code ,"44.5063434766,11.3548139835","44.5104834565,11.3568926955","44.5084463498,11.3558131064",30,"[[11.3548139835,44.5063434766],[11.3549789394,44.5067042324],[11.3551237787,44.5070207512],[11.3552552069,44.5073077388],[11.3553155566,44.5074163525],[11.355359813,44.5074995014],[11.3554496671,44.5076631088],[11.3554912413,44.5077409372],[11.3555220867,44.5078227108],[11.3555462266,44.5078870894],[11.3555784131,44.5079621679],[11.3555931652,44.5080024567],[11.355615964,44.5080480058],[11.3556454683,44.5081070642],[11.3557675088,44.5083551326],[11.3558131064,44.5084463498],[11.355911007,44.5086461783],[11.3559391702,44.5087051763],[11.3560665751,44.5089666915],[11.3561792279,44.5091919821],[11.3562288488,44.5093019672],[11.3563803936,44.5096332361],[11.3564273322,44.5097310862],[11.3564957286,44.5098518295],[11.3565346206,44.5099162059],[11.3565735126,44.5100167454],[11.356706282,44.5100985755],[11.3567518795,44.5102004894],[11.3567974771,44.5103024031],[11.3568926955,44.5104834565]]",LineString,07/05/2025,12:00:30,07/05/2025,12:38:06,Bologna,,Bologna,,,05/05/1901,186,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43806507272004000,present,🚧,701,🚧Lavori stradali,"44.5498154143,11.3574479128","44.550145318,11.3575712944","44.5499709585,11.3575055803",3,"[[11.3574479128,44.5498154143],[11.3575055803,44.5499709585],[11.3575712944,44.550145318]]",LineString,07/05/2025,07:16:00,,,,,,,,05/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43881527904022000,present,⛔,401,⛔Strada chiusa,"44.4460554604,11.3582633043","44.445329905,11.3563951457","44.4458623588,11.357233336",19,"[[11.3582633043,44.4460554604],[11.3579924012,44.4460071701],[11.3578301276,44.4459682745],[11.3577442969,44.4459562468],[11.3575753177,44.4459387737],[11.3575109447,44.4459320717],[11.3574009741,44.445926746],[11.357309779,44.445913342],[11.3572561348,44.4458945524],[11.357233336,44.4458623588],[11.3571877385,44.4458086828],[11.3569610918,44.445539165],[11.3567880893,44.4453808886],[11.3567787016,44.4453728701],[11.3567304219,44.4453473782],[11.3566526378,44.4453285885],[11.3565748537,44.4453232029],[11.3564876819,44.4453312813],[11.3563951457,44.445329905]]",LineString,17/05/2023,08:59:30,,,Bologna,,Bologna,,,01/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43642038860132000,present,⛔,401,⛔Strada chiusa,"44.7646764124,11.345324328","44.7591255867,11.3595789278","44.7641949588,11.3519131745",62,"[[11.345324328,44.7646764124],[11.345811149,44.7646509413],[11.3460994864,44.7646361823],[11.3462389613,44.7646254701],[11.3463690484,44.764614758],[11.3477986658,44.7644296754],[11.3480011726,44.7644175944],[11.3480950499,44.7644457437],[11.3482264782,44.7645262041],[11.3483230377,44.7646227921],[11.3484048451,44.7646898621],[11.3484866524,44.7647139644],[11.3485818709,44.7647099771],[11.348673066,44.7646938494],[11.3487548733,44.7646603442],[11.3488702083,44.764602677],[11.3496172035,44.7642191209],[11.3497271741,44.7641668094],[11.3498907889,44.7640903359],[11.3507745767,44.7636223274],[11.3509395326,44.7635499],[11.3510106111,44.7635458531],[11.3510629142,44.7635525781],[11.3511071707,44.7635619812],[11.3511447216,44.7635820966],[11.3511983658,44.7636276836],[11.3513056541,44.7637309386],[11.3517066444,44.7641346132],[11.3517924751,44.7641855559],[11.3518367315,44.7641990057],[11.3518716002,44.7641990057],[11.3519131745,44.7641949588],[11.351958772,44.7641668094],[11.3519869352,44.7641346132],[11.3520191217,44.7640823017],[11.3520191217,44.7640393931],[11.3519990052,44.7639991626],[11.3516556824,44.7635378189],[11.3515269364,44.7633352954],[11.3513727093,44.7630402871],[11.3548837209,44.7609454888],[11.3550366069,44.7608462164],[11.3551130498,44.7607965802],[11.3556119407,44.7605337572],[11.356219461,44.7602320093],[11.3567357863,44.7599315692],[11.3572561348,44.7595708366],[11.3584524,44.7587688368],[11.358593216,44.7586817024],[11.3587112332,44.758621351],[11.3587447608,44.7586039122],[11.3587742651,44.75859183],[11.3588051105,44.7585851044],[11.3588319326,44.7585851044],[11.3588560725,44.7585864733],[11.3588761891,44.75859183],[11.3588922823,44.7585958772],[11.3589123989,44.7586025433],[11.3589459265,44.7586173038],[11.3589673842,44.7586306954],[11.3594488407,44.7590438094],[11.3595789278,44.7591255867]]",LineString,30/01/2025,08:24:30,,,Mirabello,,Pieve di Cento,,,28/05/1904,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43835361516019000,present,🚗🚙🚚,115,🚗🐢🚙Rallentamenti,"44.5101924797,11.3610943759","44.5105853697,11.3569436575","44.5105532118,11.3595346714",30,"[[11.3610943759,44.5101924797],[11.3610139097,44.5102313325],[11.3608999158,44.5102783144],[11.3607550765,44.5103279264],[11.3606021906,44.5103748484],[11.3605069721,44.5103989968],[11.3602923954,44.5104459189],[11.3601234163,44.5104821414],[11.360068431,44.5104915258],[11.3600188101,44.5105009102],[11.3598927463,44.510518364],[11.3597948457,44.5105304382],[11.3596888984,44.5105398226],[11.3596647585,44.5105424526],[11.3595534468,44.510550522],[11.3595346714,44.5105532118],[11.3593737388,44.5105599063],[11.3592530394,44.5105639111],[11.3588547314,44.5105880595],[11.3585771228,44.5106068282],[11.3585435951,44.510608203],[11.3584550823,44.510608203],[11.3584269191,44.510608203],[11.3583317006,44.5106001336],[11.3581962491,44.5105827397],[11.3580809141,44.5105746703],[11.3578690196,44.5105585913],[11.3573553766,44.5105666009],[11.3570361937,44.5105759853],[11.3569436575,44.5105853697]]",LineString,07/05/2025,11:32:30,07/05/2025,12:40:06,Bologna,,Bologna,,,02/12/1900,114,present,Certo (verificato),, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43806507292030000,present,⛔,401,⛔Strada chiusa,"44.5481510538,11.3596392775","44.5496920061,11.3621525074","44.5480545227,11.3614993895",5,"[[11.3596392775,44.5481510538],[11.3602092469,44.548121545],[11.3614993895,44.5480545227],[11.3617314006,44.5486204462],[11.3621525074,44.5496920061]]",LineString,13/03/2025,20:10:30,,,Bologna,,Bologna,,,02/12/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43835361348030000,present,⛔,401,⛔Strada chiusa,"44.5092268307,11.3622973467","44.5083994262,11.3606276716","44.5088110976,11.3614376987",6,"[[11.3622973467,44.5092268307],[11.361955365,44.5090686074],[11.3615423048,44.5088620855],[11.3614376987,44.5088110976],[11.3610326851,44.5086045748],[11.3606276716,44.5083994262]]",LineString,24/04/2025,13:06:00,,,Bologna,,Bologna,,,09/06/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43835361540011000,present,🚧,701,🚧Lavori stradali,"44.5088406264,11.362596413","44.5101884151,11.3611010814","44.5094830236,11.3621645773",15,"[[11.362596413,44.5088406264],[11.3625253344,44.5089344729],[11.3624864424,44.5089854608],[11.362391224,44.5090967612],[11.3622973467,44.5092268307],[11.3622651602,44.5092751285],[11.3622034694,44.5094414207],[11.3621645773,44.5094830236],[11.3621203209,44.5095245667],[11.3620586301,44.5095768691],[11.3618748987,44.5097391557],[11.36162143,44.5099054466],[11.3613304103,44.5100731119],[11.3611614311,44.5101602618],[11.3611010814,44.5101884151]]",LineString,25/04/2025,16:45:00,,,Bologna,,Bologna,,,13/07/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43835361324003000,present,🚧,701,🚧Lavori stradali,"44.5092268307,11.3622973467","44.5088406264,11.362596413","44.5089854608,11.3624864424",5,"[[11.3622973467,44.5092268307],[11.362391224,44.5090967612],[11.3624864424,44.5089854608],[11.3625253344,44.5089344729],[11.362596413,44.5088406264]]",LineString,6/5/2025,20:15:30,,,Bologna,,Bologna,,,17/02/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43849788552013000,present,⛔,401,⛔Strada chiusa,"44.4942386598,11.3629343713","44.4931832395,11.363084575","44.4936150481,11.3630094732",6,"[[11.3629343713,44.4942386598],[11.3629839922,44.4938792618],[11.3629987443,44.4937370804],[11.3630094732,44.4936150481],[11.3630148376,44.4935801902],[11.363084575,44.4931832395]]",LineString,16/04/2025,10:49:00,,,Bologna,,Bologna,,,26/04/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43849788620029000,present,⛔,401,⛔Strada chiusa,"44.4924027232,11.3631985689","44.4950701516,11.3627935553","44.4936150481,11.3630094732",11,"[[11.3631985689,44.4924027232],[11.3631811345,44.4925757004],[11.3631663824,44.4926735792],[11.363084575,44.4931832395],[11.3630148376,44.4935801902],[11.3630094732,44.4936150481],[11.3629987443,44.4937370804],[11.3629839922,44.4938792618],[11.3629343713,44.4942386598],[11.362801602,44.4950192113],[11.3627935553,44.4950701516]]",LineString,16/4/2025,10:13:00,,,Bologna,,Bologna,,,24/10/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTR43849788548021000,present,⛔,401,⛔Strada chiusa,"44.4944532452,11.3657936061","44.4925314547,11.3659827019","44.4931926266,11.365843227",13,"[[11.3657936061,44.4944532452],[11.3658512736,44.4936392035],[11.3658137227,44.4935292487],[11.3658231104,44.4934045254],[11.3658324981,44.4933401307],[11.3658405448,44.4932543309],[11.365843227,44.4931926266],[11.3658593202,44.4931242258],[11.3659129644,44.4930356752],[11.3659424687,44.4928439248],[11.3659558798,44.4926883477],[11.3659639264,44.4926454174],[11.3659827019,44.4925314547]]",LineString,24/06/2024,10:44:30,,,Bologna,,Bologna,,,02/08/1900,,present,Probabile,, - 
TTI-bbc368dd-2067-4496-b47d-421540108280-TTL43463143308018000,present,🚗🚙🚚,101,🚙🚚Traffico stazionario,"45.0031972214,11.3648145998","45.00699656,11.368230393","45.005949158,11.3672862554",10,"[[11.3648145998,45.0031972214],[11.3651538993,45.0035820915],[11.3661570454,45.0046764741],[11.3668450321,45.005454311],[11.366946956,45.0055669706],[11.3672862554,45.005949158],[11.3675316776,45.0062227739],[11.3677382077,45.0064520603],[11.3678629304,45.0065888969],[11.368230393,45.00699656]]",LineString,07/05/2025,12:14:30,07/05/2025,12:38:06,,,,,SP11,14/05/1901,139,present,Certo (verificato),, - 
